train_gen_loss,train_disc_loss,test_gen_loss,test_disc_loss
17.865169377046474,0.01735894536419758,18.74631118774414,0.021672390401363373
18.426855486701516,0.017096481288180632,19.033754348754883,0.02398316003382206
18.459351227704218,0.019004972715809025,18.935638427734375,0.022800888866186142
18.442236871158375,0.017630933136405312,19.041444778442383,0.023116834461688995
18.87316110049977,0.01714161797772463,19.504993438720703,0.022227691486477852
19.16232697430779,0.017438853518037565,20.011274337768555,0.022400852292776108
19.442522004071403,0.01599100860874922,19.661396026611328,0.023777268826961517
19.619115757661707,0.01791214022475555,19.925704956054688,0.02025144174695015
19.411672435087315,0.01780015421074281,19.46725082397461,0.021460171788930893
18.80634105457979,0.018352181655628717,18.657316207885742,0.021276148036122322
18.333942256254307,0.016700337401776136,18.813419342041016,0.022228138521313667
18.158511123657227,0.01786693470299189,19.347898483276367,0.021371137350797653
18.968379714068245,0.016868525424780435,19.70726203918457,0.024508332833647728
19.11222656698788,0.01744018444606541,19.829227447509766,0.021020041778683662
18.87809424456428,0.01681885370269918,19.33343505859375,0.020727811381220818
18.585599378698014,0.016070900295008496,18.999998092651367,0.023513704538345337
18.51851427863626,0.01775420991977786,19.37362289428711,0.021925725042819977
18.5709254545324,0.015004588340474155,19.18329620361328,0.021060029044747353
19.127791492237765,0.01623433386994293,19.642841339111328,0.02196108177304268
19.517867000804227,0.015286479641953895,19.732301712036133,0.02265540510416031
19.366156149471507,0.015646496544907088,19.955158233642578,0.02403707057237625
19.86522092033835,0.01662722129462054,20.422428131103516,0.022609900683164597
19.942036294376148,0.014777672362637103,20.34470558166504,0.02188366837799549
20.029526438993567,0.016107090473370216,20.47541618347168,0.021565796807408333
20.342205554737763,0.016168526224312647,20.870389938354492,0.025236980989575386
